id,carat,cut,color,clarity,depth,table,x,y,z,price
5659,1.0,Very Good,F,VS2,63.2,59.0,6.34,6.31,4.0,6268
25632,0.74,Ideal,F,VS2,61.2,57.0,5.85,5.82,3.57,2845
151169,2.22,Ideal,H,SI1,62.4,57.0,8.37,8.29,5.19,16280
44952,1.01,Ideal,H,SI1,62.0,57.0,6.41,6.45,3.98,4879
152241,0.31,Ideal,F,VS1,61.4,57.0,4.37,4.34,2.67,802
154850,0.55,Ideal,E,VS1,61.6,54.0,5.3,5.33,3.27,1894
102953,0.96,Ideal,F,SI2,61.5,57.0,6.37,6.3,3.9,3276
172231,1.04,Very Good,D,SI2,60.6,59.0,6.58,6.63,4.0,5006
140114,1.03,Ideal,D,SI2,62.8,57.0,6.43,6.45,4.05,5421
170691,1.01,Premium,H,SI2,59.3,62.0,6.55,6.48,3.88,3945
184763,1.16,Ideal,D,SI2,62.3,54.0,6.75,6.78,4.21,5246
16607,1.0,Very Good,G,SI1,62.8,57.0,6.38,6.32,3.99,4922
84529,1.11,Ideal,E,SI1,61.8,56.0,6.67,6.71,4.13,7272
65545,0.32,Ideal,H,SI1,61.7,55.0,4.38,4.4,2.71,491
47235,0.9,Very Good,J,VVS2,61.5,58.0,6.14,6.12,3.77,3816
24581,2.14,Ideal,I,VS2,61.2,57.0,8.4,8.35,5.13,16969
9050,0.9,Premium,H,VS2,61.5,61.0,6.14,6.2,3.8,4138
14177,1.19,Ideal,G,VS2,62.0,56.0,6.78,6.81,4.21,7399
105130,0.41,Ideal,D,VS2,61.4,56.0,4.81,4.78,2.94,1072
2800,1.21,Ideal,G,VS2,59.6,56.0,7.03,6.94,4.13,9072
193319,0.56,Ideal,E,VS2,61.7,57.0,5.29,5.32,3.26,1808
101481,0.5,Ideal,F,VS2,60.9,56.0,5.13,5.15,3.13,1401
164284,1.06,Ideal,I,SI1,61.8,58.0,6.56,6.61,4.06,5015
100497,0.71,Ideal,E,VS2,62.6,57.0,5.67,5.65,3.55,2877
158995,0.33,Ideal,E,VVS2,62.3,55.0,4.47,4.49,2.79,1114
123883,0.43,Ideal,H,VVS2,61.0,57.0,4.89,4.9,2.99,943
158920,0.38,Ideal,G,SI1,61.4,57.0,4.67,4.7,2.87,810
186641,0.31,Ideal,G,VVS1,61.2,56.0,4.38,4.4,2.69,846
68699,1.21,Very Good,F,SI1,63.2,58.0,6.78,6.74,4.29,6774
193020,0.7,Ideal,D,SI2,61.3,57.0,5.71,5.74,3.51,2612
158700,0.73,Good,I,VVS1,60.1,54.0,5.85,5.88,3.51,2801
114845,0.44,Very Good,E,VVS2,60.9,58.0,4.86,4.9,2.98,1330
3296,0.31,Ideal,D,SI1,62.1,54.0,4.34,4.36,2.7,732
156885,1.01,Good,J,SI2,62.7,54.0,6.36,6.43,4.01,3516
29553,0.34,Premium,H,VS1,62.6,58.0,4.48,4.45,2.79,789
6926,0.51,Premium,E,SI1,59.9,59.0,5.16,5.19,3.09,1443
11434,1.06,Ideal,I,SI2,62.4,54.0,6.5,6.55,4.06,3992
137930,0.35,Ideal,I,VS1,62.8,57.0,4.41,4.46,2.79,720
114749,0.32,Ideal,H,SI1,62.3,55.0,4.35,4.38,2.72,554
95868,1.34,Premium,F,VS2,60.1,58.0,7.1,7.16,4.32,10302
57280,0.85,Ideal,F,SI1,61.3,57.0,6.18,6.11,3.74,4187
128574,1.02,Good,E,SI1,63.6,55.0,6.4,6.37,4.07,5908
36676,0.72,Premium,G,SI2,63.0,56.0,5.74,5.68,3.6,2234
136526,0.32,Ideal,I,VS2,62.1,57.0,4.4,4.43,2.74,449
96123,0.3,Premium,H,SI1,62.0,60.0,4.29,4.32,2.66,542
157510,0.31,Ideal,E,VS2,61.2,56.0,4.41,4.37,2.67,872
121820,0.24,Ideal,H,VVS1,62.1,56.0,3.99,4.01,2.5,480
124099,0.7,Ideal,F,SI2,61.6,56.0,5.68,5.71,3.51,2397
56356,1.16,Ideal,H,VS2,62.5,54.0,6.75,6.72,4.21,7074
24571,0.9,Very Good,F,SI1,62.9,59.0,6.11,6.16,3.86,4198
174610,1.24,Premium,H,VS2,62.0,58.0,6.86,6.9,4.26,7368
146483,0.7,Very Good,G,SI1,61.8,58.0,5.61,5.66,3.48,2181
135218,0.55,Very Good,E,VS2,61.5,57.0,5.25,5.27,3.24,1758
99366,0.31,Ideal,G,VVS1,61.2,56.0,4.37,4.39,2.68,816
193417,1.01,Premium,D,SI1,61.0,58.0,6.47,6.51,3.96,5936
187237,0.38,Ideal,F,VVS1,61.3,55.0,4.7,4.73,2.89,1255
107402,0.32,Ideal,D,VS2,62.5,56.0,4.38,4.34,2.73,758
102335,1.01,Fair,H,VS2,66.0,56.0,6.14,6.03,4.08,4213
190225,0.33,Ideal,F,SI1,61.8,57.0,4.46,4.42,2.74,552
40907,0.4,Ideal,E,SI1,61.6,54.0,4.74,4.77,2.93,782
130405,1.05,Premium,E,SI2,61.1,60.0,6.59,6.53,4.01,3801
82968,0.72,Premium,E,SI1,61.3,59.0,5.75,5.78,3.52,2665
14661,0.71,Very Good,G,SI1,62.3,58.0,5.67,5.73,3.55,2206
7868,0.3,Very Good,G,SI1,62.0,55.0,4.3,4.34,2.68,461
62343,1.14,Premium,G,SI2,61.7,59.0,6.73,6.63,4.12,4841
156175,0.78,Very Good,G,SI1,63.1,56.0,5.83,5.86,3.69,2650
183616,0.41,Very Good,F,VVS1,62.9,58.0,4.69,4.72,2.96,1265
146725,1.5,Very Good,I,SI1,60.7,61.0,7.29,7.37,4.44,8736
56325,1.12,Very Good,J,SI1,63.3,58.0,6.64,6.59,4.19,4170
70352,1.01,Premium,F,SI1,59.9,61.0,6.47,6.42,3.87,5455
189302,0.7,Very Good,E,SI2,62.9,56.0,5.63,5.68,3.56,2196
118253,0.52,Premium,G,VVS2,60.6,59.0,5.2,5.23,3.17,2016
47765,0.32,Ideal,D,SI1,62.6,55.0,4.39,4.41,2.76,756
164398,1.0,Very Good,H,VS2,62.6,55.0,6.37,6.39,3.99,4559
74680,1.51,Premium,D,SI2,62.5,58.0,7.33,7.35,4.58,11848
130545,0.55,Ideal,G,SI2,61.7,54.0,5.27,5.23,3.24,1084
93476,1.52,Ideal,H,VVS2,60.9,57.0,7.45,7.49,4.55,13825
30964,0.74,Ideal,E,SI1,60.6,57.0,5.85,5.89,3.56,2901
28479,1.52,Premium,I,SI2,62.1,58.0,7.37,7.39,4.58,7056
13457,0.33,Premium,F,VS2,62.3,56.0,4.45,4.41,2.76,583
185838,0.7,Ideal,E,VS2,62.4,55.0,5.69,5.73,3.55,2896
124296,1.52,Good,G,VS1,61.9,57.0,7.38,7.45,4.6,15081
37005,1.06,Premium,I,VS1,61.8,57.0,6.52,6.57,4.04,4240
63226,0.63,Very Good,D,SI1,63.2,58.0,5.43,5.39,3.43,2134
87514,1.12,Premium,G,VS2,61.9,62.0,6.66,6.62,4.11,5645
148602,1.01,Very Good,D,SI1,63.2,57.0,6.29,6.37,4.0,4679
144235,0.41,Ideal,E,SI1,62.3,55.0,4.79,4.77,2.98,1069
75924,1.12,Premium,H,SI2,62.3,58.0,6.67,6.64,4.15,4496
45377,0.33,Very Good,G,VVS1,60.8,60.0,4.42,4.45,2.69,965
86345,0.96,Very Good,F,VS2,60.5,61.0,6.4,6.44,3.87,6217
111636,0.38,Ideal,F,VVS2,62.0,57.0,4.67,4.71,2.91,1117
141727,1.21,Ideal,H,SI1,62.6,56.0,6.74,6.79,4.23,6012
11085,2.03,Ideal,H,SI2,62.3,57.0,8.11,8.06,5.04,16937
124990,0.7,Premium,F,VS1,60.9,59.0,5.71,5.74,3.49,2697
168233,1.35,Ideal,F,SI2,61.7,57.0,7.05,7.07,4.34,5761
83218,0.33,Ideal,I,IF,61.2,56.0,4.49,4.46,2.73,1026
107645,0.75,Premium,H,VS2,60.5,56.0,5.95,5.88,3.58,2489
50202,1.37,Premium,I,VS2,60.9,59.0,7.2,7.17,4.37,6135
161124,0.54,Ideal,E,VS2,61.4,57.0,5.23,5.2,3.21,1847
125083,1.02,Very Good,D,VS2,62.7,55.0,6.38,6.46,4.02,7643
35464,1.0,Ideal,G,SI2,62.3,56.0,6.43,6.4,3.99,4318
36072,1.53,Premium,E,SI2,62.5,58.0,7.32,7.36,4.59,9275
98495,1.05,Very Good,F,SI2,62.6,59.0,6.45,6.49,4.06,4332
180799,1.27,Premium,I,SI1,62.4,60.0,6.91,6.86,4.29,5376
176768,0.33,Ideal,D,VS2,61.9,55.0,4.48,4.44,2.76,804
130004,1.23,Very Good,J,SI1,63.3,58.0,6.82,6.77,4.3,5122
129964,1.51,Very Good,J,SI1,63.5,57.0,7.21,7.27,4.59,7094
26699,0.33,Ideal,G,VS1,61.4,56.0,4.35,4.38,2.69,666
14252,1.2,Ideal,H,SI2,61.5,56.0,6.91,6.76,4.21,4965
51813,0.53,Ideal,F,VS1,61.6,55.0,5.22,5.24,3.22,1875
119187,0.59,Ideal,E,VVS2,61.6,57.0,5.37,5.42,3.32,2215
124337,0.34,Ideal,F,VS1,61.4,56.0,4.53,4.51,2.78,1026
27902,0.79,Premium,F,VS2,62.2,57.0,5.9,5.86,3.66,3082
52666,0.31,Ideal,G,VVS1,61.4,55.0,4.38,4.41,2.7,789
152246,1.7,Premium,I,VS1,62.2,59.0,7.66,7.61,4.74,11737
109603,0.54,Premium,F,VS2,59.6,59.0,5.31,5.27,3.16,1960
168139,0.91,Very Good,E,SI2,60.9,58.0,6.2,6.25,3.79,3832
38408,0.41,Ideal,G,VS2,61.2,56.0,4.79,4.77,2.92,1061
116081,1.01,Ideal,D,VS1,60.2,57.0,6.5,6.46,3.88,9005
121443,0.91,Ideal,H,SI1,61.9,57.0,6.19,6.22,3.84,3593
22413,1.07,Ideal,H,SI1,61.6,55.0,6.59,6.56,4.04,5222
6100,0.35,Good,G,SI1,63.7,57.0,4.48,4.51,2.87,592
112824,1.0,Premium,E,VS2,58.3,59.0,6.67,6.64,3.88,6826
1017,1.2,Very Good,G,SI1,60.8,62.0,6.88,6.83,4.16,6596
152726,1.0,Good,F,VVS2,64.0,57.0,6.23,6.27,4.01,10000
116221,0.33,Ideal,D,VS2,61.9,57.0,4.42,4.45,2.75,692
168168,0.32,Premium,E,VVS2,62.6,58.0,4.36,4.38,2.73,735
68380,1.01,Very Good,F,VS2,62.9,57.0,6.37,6.39,4.03,6442
43889,1.1,Ideal,I,SI2,60.4,56.0,6.71,6.74,4.06,3886
27859,1.01,Ideal,F,VVS1,62.3,56.0,6.41,6.43,4.0,9526
117992,0.41,Very Good,F,SI2,62.9,57.0,4.74,4.71,2.97,703
105511,0.9,Ideal,E,SI1,62.5,56.0,6.17,6.19,3.86,4566
33836,0.75,Ideal,H,VVS2,61.4,58.0,5.83,5.85,3.58,3188
186668,1.21,Premium,G,VS1,61.8,58.0,6.86,6.89,4.24,8293
145414,1.01,Premium,F,SI2,62.0,57.0,6.44,6.37,3.97,3918
131649,0.83,Very Good,E,VS2,62.3,59.0,5.98,6.02,3.73,3798
169235,0.82,Premium,E,SI1,60.3,57.0,6.03,6.09,3.67,3703
102444,0.4,Premium,G,VVS1,60.9,59.0,4.72,4.76,2.88,1123
108667,1.01,Good,I,SI1,63.8,58.0,6.24,6.31,4.0,3904
96405,1.03,Ideal,D,SI2,62.4,57.0,6.48,6.42,4.03,4764
167797,0.3,Ideal,G,VVS2,62.3,56.0,4.37,4.34,2.71,878
146303,0.41,Ideal,G,VVS2,61.8,54.0,4.79,4.82,2.97,957
176449,0.29,Ideal,H,SI1,62.8,54.0,4.25,4.29,2.68,420
1348,2.17,Very Good,J,SI2,62.8,58.0,8.19,8.23,5.18,12502
29109,0.32,Very Good,D,SI1,63.2,56.0,4.36,4.38,2.76,420
150300,0.3,Ideal,E,VS2,62.6,57.0,4.25,4.28,2.67,658
190964,1.7,Good,G,VS2,64.2,58.0,7.48,7.52,4.81,13069
29111,0.3,Premium,F,VS2,62.6,60.0,4.29,4.25,2.67,776
15444,0.31,Ideal,F,VS2,60.9,56.0,4.4,4.43,2.69,660
56216,0.31,Ideal,D,VS2,61.7,53.0,4.38,4.41,2.71,734
160923,0.55,Ideal,F,SI2,60.8,56.0,5.32,5.29,3.22,1376
190792,1.2,Good,J,VS1,62.8,60.0,6.6,6.57,4.13,4969
27014,1.22,Premium,H,SI1,61.8,58.0,6.89,6.81,4.23,6768
88160,1.01,Very Good,G,SI1,62.9,57.0,6.29,6.37,3.98,5057
114868,0.53,Premium,I,SI1,61.6,59.0,5.19,5.16,3.19,1104
46730,1.01,Very Good,H,SI1,63.7,60.0,6.31,6.24,3.99,4432
189274,0.92,Premium,H,VS2,61.8,57.0,6.25,6.3,3.88,4234
20817,0.31,Premium,G,VVS2,62.6,58.0,4.32,4.34,2.7,778
107723,0.77,Very Good,G,SI1,63.3,58.0,5.77,5.86,3.68,2721
84450,1.23,Ideal,G,VS2,62.5,56.0,6.9,6.84,4.28,8647
119828,1.26,Ideal,H,SI1,61.2,56.0,6.95,6.99,4.25,6785
49060,1.52,Premium,G,SI2,61.3,58.0,7.37,7.41,4.53,8737
78846,0.9,Good,H,VS2,63.8,60.0,6.06,6.12,3.88,3844
55908,0.7,Very Good,G,SI1,59.8,63.0,5.77,5.71,3.41,2259
82852,1.19,Very Good,J,VS1,61.4,58.0,6.82,6.86,4.19,4885
151878,0.53,Ideal,F,VS1,62.1,57.0,5.21,5.13,3.21,1778
11426,0.39,Ideal,E,SI1,61.0,56.0,4.74,4.71,2.89,613
186990,0.54,Ideal,E,VS1,63.0,55.0,5.2,5.22,3.29,1917
151738,0.71,Premium,J,SI1,61.2,57.0,5.73,5.75,3.52,1958
157885,0.31,Very Good,G,VS2,63.0,57.0,4.31,4.28,2.71,544
149994,0.71,Ideal,F,SI1,62.6,53.0,5.68,5.71,3.57,2816
118339,0.4,Very Good,E,VS2,62.4,59.0,4.73,4.72,2.95,958
23712,0.4,Ideal,H,VVS2,61.9,55.0,4.74,4.78,2.95,867
177719,1.02,Very Good,G,SI1,63.7,58.0,6.29,6.37,4.03,4421
181567,0.33,Premium,I,VS2,59.8,58.0,4.47,4.42,2.67,492
26209,0.32,Premium,E,SI1,62.5,58.0,4.35,4.38,2.73,619
83447,0.33,Premium,F,IF,62.2,58.0,4.39,4.41,2.74,979
104197,0.36,Ideal,E,VS2,61.6,55.0,4.58,4.63,2.84,830
124373,1.13,Premium,H,VS2,60.7,59.0,6.72,6.74,4.09,6032
13296,1.51,Good,E,SI2,63.6,59.0,7.26,7.3,4.64,7915
22954,1.04,Premium,H,SI2,61.8,60.0,6.5,6.54,4.02,4155
159078,0.72,Ideal,G,SI1,62.5,56.0,5.7,5.74,3.58,2478
190147,0.55,Ideal,D,VS1,61.9,57.0,5.26,5.24,3.25,2003
42211,0.32,Premium,E,VS2,61.6,60.0,4.45,4.43,2.73,702
122260,0.31,Ideal,D,VVS1,61.5,55.0,4.35,4.37,2.68,1074
118688,0.9,Very Good,G,SI1,62.5,63.0,6.13,6.1,3.83,3444
135055,2.03,Premium,I,VS1,62.8,59.0,8.02,8.06,5.05,15934
106899,0.51,Ideal,D,VS1,62.5,55.0,5.11,5.08,3.19,1892
80078,0.38,Ideal,E,VVS1,62.6,57.0,4.59,4.63,2.88,1095
166406,0.51,Premium,E,SI1,59.2,59.0,5.25,5.18,3.09,1356
64469,1.0,Premium,D,SI1,62.5,60.0,6.38,6.34,3.97,5544
146314,1.35,Ideal,G,SI2,60.3,57.0,7.2,7.17,4.35,6006
153479,1.2,Premium,I,VS1,62.5,58.0,6.73,6.79,4.23,5551
128207,1.19,Very Good,G,SI2,60.2,57.0,6.87,6.91,4.15,6295
78965,2.08,Very Good,G,SI2,62.1,58.0,8.16,8.1,5.05,18296
35087,1.15,Ideal,G,VS2,61.6,55.0,6.74,6.79,4.16,7486
184386,0.72,Very Good,F,SI1,63.3,57.0,5.65,5.68,3.59,2422
140821,0.5,Premium,H,SI1,60.1,61.0,5.12,5.15,3.09,1151
89207,1.02,Ideal,F,VS2,62.6,56.0,6.4,6.43,4.01,7406
136716,1.0,Very Good,E,SI1,62.4,61.0,6.35,6.32,3.95,5453
142566,1.5,Premium,G,VS2,62.1,57.0,7.32,7.28,4.53,13203
87803,0.51,Ideal,E,VVS1,62.1,56.0,5.11,5.09,3.17,2569
37875,1.22,Ideal,D,SI2,62.1,57.0,6.84,6.8,4.24,5584
27536,0.7,Very Good,E,VS2,60.4,63.0,5.61,5.67,3.42,2870
147836,0.3,Premium,G,IF,61.8,58.0,4.28,4.25,2.64,895
192266,0.42,Ideal,G,VS1,62.0,55.0,4.79,4.82,2.98,921
26008,1.51,Very Good,D,SI2,62.8,60.0,7.26,7.2,4.54,9516
113178,1.53,Ideal,J,VS1,61.7,54.0,7.41,7.37,4.55,10663
28749,0.83,Ideal,G,SI1,62.2,55.0,6.01,6.03,3.75,3299
112074,0.51,Ideal,E,SI1,61.2,57.0,5.18,5.2,3.18,1580
187019,0.3,Ideal,F,VS2,62.1,55.0,4.35,4.31,2.69,776
5782,1.04,Premium,H,VS2,61.2,60.0,6.46,6.5,3.97,5820
1483,2.01,Very Good,E,SI2,63.4,60.0,7.97,7.9,5.01,13387
55188,1.25,Premium,E,SI1,60.5,59.0,7.05,6.97,4.23,7980
55023,0.38,Ideal,E,VS2,62.4,57.0,4.66,4.63,2.9,1112
12181,0.56,Premium,F,VVS2,61.3,58.0,5.28,5.33,3.25,2218
12452,1.01,Good,E,SI2,63.6,57.0,6.33,6.37,4.04,4680
54446,0.77,Ideal,G,VS2,62.2,57.0,5.91,5.81,3.64,2947
7193,0.74,Ideal,E,VS2,62.4,57.0,5.8,5.76,3.6,3283
167120,0.33,Very Good,G,VVS2,60.7,56.0,4.48,4.51,2.72,795
150099,1.5,Very Good,I,SI1,63.2,59.0,7.16,7.22,4.55,6301
75334,1.3,Premium,H,VS2,64.3,59.0,6.66,6.57,4.28,7484
1396,1.06,Ideal,J,SI1,62.5,55.0,6.51,6.55,4.08,3959
156935,0.35,Premium,G,VVS1,60.8,59.0,4.54,4.57,2.78,1094
102199,0.9,Ideal,J,VVS2,62.4,57.0,6.15,6.19,3.85,3685
79894,1.2,Ideal,G,VS1,61.8,56.0,6.88,6.84,4.23,9235
58556,0.52,Ideal,F,VS2,61.9,55.0,5.16,5.18,3.2,1346
153807,1.51,Ideal,I,SI1,61.6,55.0,7.36,7.33,4.52,8381
60001,0.32,Ideal,I,VVS1,62.4,57.0,4.39,4.41,2.74,756
51395,0.3,Premium,I,VVS1,61.6,58.0,4.34,4.27,2.65,709
2873,0.34,Ideal,H,VS1,62.3,55.0,4.5,4.55,2.82,729
156845,0.57,Premium,F,SI1,62.8,58.0,5.29,5.32,3.33,1330
76456,1.04,Very Good,E,SI1,63.1,59.0,6.38,6.44,4.05,5624
34840,0.9,Premium,G,VVS2,63.0,58.0,6.1,6.13,3.86,4580
118672,0.5,Premium,E,SI1,58.0,61.0,5.18,5.14,3.04,1372
154750,0.31,Premium,F,VVS1,61.4,58.0,4.32,4.36,2.66,977
171080,1.03,Premium,G,VS2,62.5,59.0,6.4,6.46,4.02,5908
174182,1.05,Ideal,E,SI1,61.7,57.0,6.54,6.5,4.02,6383
76751,1.02,Ideal,G,VVS2,60.9,56.0,6.54,6.5,3.97,8296
60931,0.3,Ideal,F,VVS2,61.4,57.0,4.32,4.35,2.66,694
71642,0.71,Very Good,H,IF,62.4,56.0,5.7,5.76,3.57,3634
90111,0.3,Ideal,E,VS1,61.6,56.0,4.29,4.35,2.66,692
44053,0.7,Ideal,E,VS1,62.8,55.0,5.67,5.7,3.56,3065
155751,1.01,Fair,H,SI1,64.9,60.0,6.17,6.12,3.99,4242
51866,1.0,Premium,I,SI1,62.2,60.0,6.39,6.36,3.96,3774
63296,0.91,Premium,F,SI1,61.0,59.0,6.23,6.27,3.81,4038
69339,0.96,Premium,F,SI1,62.9,58.0,6.32,6.27,3.96,4682
8147,0.3,Ideal,F,VS1,61.4,56.4,4.31,4.33,2.66,652
21912,0.23,Very Good,E,VVS1,59.0,63.0,4.0,4.04,2.4,575
177507,0.33,Very Good,D,VVS2,61.9,56.0,4.42,4.45,2.75,984
78369,0.31,Very Good,E,VS2,63.1,54.0,4.34,4.38,2.75,680
183532,0.5,Premium,F,VVS2,62.8,58.0,5.06,5.08,3.18,2016
87417,1.0,Fair,F,SI2,68.3,56.0,6.05,5.99,4.13,3780
63912,1.01,Premium,F,SI1,62.1,58.0,6.42,6.45,3.99,5376
120869,0.83,Ideal,F,VS1,61.2,57.0,6.08,6.11,3.7,3847
164946,1.0,Ideal,F,SI1,62.4,57.0,6.41,6.37,3.99,4791
169410,2.01,Premium,J,VS2,63.0,58.0,8.08,8.03,5.06,13782
21960,0.36,Very Good,H,VS2,61.2,58.0,4.59,4.55,2.79,668
83541,1.02,Good,G,SI2,63.6,58.0,6.36,6.39,4.05,4191
9182,2.05,Ideal,I,SI2,61.1,55.0,8.21,8.16,5.0,12787
139811,0.54,Premium,F,VS2,59.3,59.0,5.36,5.44,3.19,1570
182951,0.58,Ideal,E,VS1,62.0,56.0,5.38,5.32,3.32,2001
192676,1.12,Premium,H,SI2,62.3,59.0,6.7,6.64,4.16,5094
14924,1.0,Premium,F,SI1,61.7,56.0,6.43,6.4,3.95,5036
135722,0.43,Very Good,I,VVS1,61.0,57.0,4.87,4.89,2.98,785
87149,0.4,Premium,I,VVS2,60.4,58.0,4.74,4.79,2.88,1041
137046,1.23,Very Good,D,SI1,62.0,59.0,6.83,6.87,4.26,6863
57205,0.72,Premium,E,SI2,62.8,58.0,5.75,5.69,3.6,2168
94334,0.31,Ideal,D,SI1,62.0,54.0,4.38,4.35,2.7,552
161636,0.31,Ideal,F,VS1,61.3,55.0,4.38,4.4,2.69,616
79572,1.13,Premium,D,SI2,62.0,58.0,6.68,6.63,4.12,4642
92834,1.0,Premium,F,SI1,61.9,59.0,6.37,6.39,3.95,5797
34298,0.51,Ideal,E,VS2,62.7,57.0,5.09,5.11,3.2,1625
161350,2.31,Premium,H,VS2,62.0,59.0,8.55,8.5,5.27,18421
35427,0.34,Very Good,E,VS2,62.0,58.0,4.43,4.49,2.76,745
9209,1.27,Ideal,J,SI1,61.8,57.0,6.98,6.92,4.3,5398
100463,1.23,Ideal,H,VS2,61.8,57.0,6.85,6.9,4.25,7072
141905,0.78,Premium,H,SI1,62.8,57.0,5.89,5.85,3.69,2814
107886,1.29,Ideal,F,SI2,62.0,58.0,7.04,6.99,4.34,6145
179505,1.64,Ideal,J,VS1,61.3,56.0,7.58,7.62,4.66,9788
116859,0.42,Ideal,F,SI2,61.6,55.0,4.81,4.84,2.98,818
132594,1.04,Ideal,G,VS2,62.4,57.0,6.44,6.48,4.04,6969
13205,0.57,Ideal,F,VS1,61.6,54.0,5.33,5.37,3.3,1890
143836,0.81,Ideal,E,SI1,61.8,55.0,5.97,6.01,3.7,3409
128848,1.02,Premium,E,SI1,60.3,58.0,6.5,6.56,3.94,5624
189985,2.0,Good,I,SI1,62.8,59.0,7.93,8.0,5.01,16592
167586,1.51,Premium,E,SI2,61.4,59.0,7.31,7.34,4.49,8342
61486,0.35,Ideal,F,VS2,61.1,56.0,4.53,4.56,2.77,705
103239,0.26,Premium,I,VVS1,60.2,59.0,4.11,4.15,2.48,432
37992,0.5,Premium,G,VS2,61.3,61.0,5.12,5.08,3.13,1577
115856,0.27,Ideal,G,VVS2,62.1,56.0,4.19,4.23,2.61,586
181253,0.3,Ideal,D,VS2,62.1,55.0,4.33,4.35,2.69,670
117192,0.33,Very Good,H,VVS1,62.3,59.0,4.42,4.47,2.77,622
61821,0.71,Premium,E,VS2,59.0,59.0,5.88,5.84,3.48,2818
129628,1.01,Very Good,E,SI2,63.9,60.0,6.34,6.37,4.05,4162
165800,1.63,Ideal,G,VS1,61.9,55.0,7.61,7.55,4.69,15649
11144,0.5,Ideal,E,SI1,61.3,58.0,5.07,5.11,3.12,1410
146307,1.01,Premium,F,SI2,61.5,59.0,6.43,6.44,3.96,3964
30144,0.7,Ideal,G,VS1,62.3,57.0,5.67,5.71,3.55,2671
101249,2.24,Premium,H,SI2,61.5,61.0,8.38,8.35,5.15,16641
171767,1.01,Fair,H,SI1,64.7,55.0,6.35,6.27,4.06,4179
144731,0.31,Good,H,VS2,63.9,56.0,4.24,4.27,2.73,489
121308,0.33,Premium,G,VS2,60.5,59.0,4.49,4.46,2.71,763
1197,0.31,Ideal,G,IF,61.9,55.0,4.38,4.42,2.72,891
43116,1.5,Premium,I,SI1,60.9,62.0,7.42,7.3,4.49,9901
56452,0.3,Very Good,D,VS2,62.9,58.0,4.28,4.29,2.69,710
99441,0.52,Very Good,F,VS1,62.9,58.0,5.13,5.1,3.22,1825
178700,1.0,Very Good,I,SI2,60.1,56.0,6.44,6.49,3.89,3609
77372,1.5,Very Good,H,VS2,62.7,58.0,7.25,7.31,4.56,11062
180963,0.4,Very Good,H,VS1,62.6,59.0,4.7,4.72,2.95,807
69338,0.53,Premium,E,SI1,63.0,58.0,5.16,5.14,3.24,1395
86886,1.03,Good,E,SI2,63.7,57.0,6.42,6.33,4.07,3984
29039,0.53,Ideal,E,VS2,61.3,56.0,5.22,5.25,3.21,1746
140654,1.46,Ideal,F,VS1,62.7,56.0,7.27,7.22,4.54,8476
57373,0.53,Very Good,E,SI2,61.7,62.0,5.16,5.2,3.2,1240
173309,1.19,Ideal,H,SI2,61.9,57.0,6.77,6.82,4.2,4764
182209,0.3,Premium,H,VS2,62.2,59.0,4.24,4.28,2.66,490
25889,0.24,Very Good,F,VS2,62.0,58.0,3.99,4.02,2.49,453
48970,0.3,Ideal,H,IF,62.3,55.0,4.29,4.32,2.68,796
12446,0.9,Very Good,F,SI1,63.3,58.0,6.12,6.09,3.86,3706
57286,1.02,Ideal,G,SI2,62.5,57.0,6.45,6.37,4.0,4086
18944,1.72,Very Good,H,SI1,61.6,59.0,7.66,7.69,4.73,12400
57024,0.55,Ideal,D,VS2,61.5,57.0,5.26,5.29,3.24,1865
153899,0.55,Very Good,G,VVS2,58.5,59.0,5.33,5.35,3.16,1919
74595,0.3,Ideal,D,SI1,62.1,57.0,4.33,4.35,2.69,568
9567,1.04,Very Good,H,SI2,59.7,59.0,6.64,6.59,3.94,4642
47215,0.4,Ideal,J,VS2,61.6,57.0,4.73,4.73,2.92,720
27865,0.81,Premium,F,VVS2,61.9,58.0,5.99,5.96,3.69,5174
181821,0.33,Premium,G,VVS1,60.6,58.0,4.5,4.48,2.72,898
111564,0.53,Ideal,G,VVS2,61.2,56.0,5.23,5.28,3.22,1948
130823,1.02,Premium,G,VS1,60.9,58.0,6.56,6.61,4.02,6272
154762,1.2,Ideal,H,SI1,61.8,56.0,6.73,6.82,4.19,6485
4942,1.51,Ideal,I,SI1,62.1,56.0,7.3,7.36,4.56,10071
30307,0.73,Ideal,E,VS2,61.4,56.0,5.79,5.81,3.56,3378
64023,0.3,Premium,G,SI1,61.9,59.0,4.31,4.32,2.67,552
187569,0.31,Premium,G,VS1,62.8,58.0,4.31,4.34,2.72,625
125105,1.51,Very Good,I,SI1,63.0,56.0,7.25,7.28,4.58,8372
893,0.5,Good,F,VS2,63.1,58.0,5.03,5.08,3.18,1436
34916,0.31,Ideal,G,VS1,61.3,56.0,4.39,4.42,2.7,605
191512,0.23,Very Good,F,VS2,61.4,57.0,3.95,4.01,2.45,402
188663,1.0,Very Good,H,SI1,62.2,60.0,6.36,6.39,3.97,4558
16372,1.5,Ideal,E,VS2,62.6,56.0,7.28,7.33,4.57,13803
153811,0.32,Premium,H,VS2,61.1,60.0,4.36,4.38,2.67,648
68110,1.01,Ideal,G,SI1,63.0,57.0,6.41,6.37,4.02,5113
149397,0.32,Premium,H,SI1,60.8,60.0,4.44,4.41,2.7,449
